gene_id,s_mtsc_complete_wt_rep3,s_mtsc_ezr_d1_td_single_tdbl_rep3,s_mtsc_klf5_a3_tdbl_first_half_rep3,s_mtsc_krt8_18_h9_tftd_dis_insertion_tf_rep2,s_mtsc_rin3_g2_tftd_dis_homozy_del_rep3,s_mtsc_rin3_h2_tftd_dis_insertion_td_rep2
ENSMUSG00000028675,1406,3964,2931,1977,3223,1104
ENSMUSG00000028676,3501,9238,7321,5254,8507,2772
ENSMUSG00000028677,4723,14736,9074,6673,11408,3760
ENSMUSG00000028678,4998,16741,10723,7321,13119,4369
ENSMUSG00000028680,4922,16478,9890,7189,13276,2989
ENSMUSG00000028681,173,755,347,160,402,196
ENSMUSG00000028683,2896,9140,5668,4444,7046,2429
ENSMUSG00000028684,1768,5508,3436,2532,4578,1454
ENSMUSG00000028687,434,1293,900,673,1130,375
ENSMUSG00000028688,1411,5103,2901,2090,3782,1096
ENSMUSG00000028689,485,1359,799,724,1273,427
ENSMUSG00000028690,1360,4862,2874,2086,3601,965
ENSMUSG00000028691,30723,91951,58993,44074,79005,26306
ENSMUSG00000028692,16461,53435,31364,24934,42692,14011
ENSMUSG00000028693,14669,53749,30762,21070,40715,13405
ENSMUSG00000028696,351,1293,825,615,1095,304
ENSMUSG00000028698,177,705,342,421,487,123
ENSMUSG00000028699,15,26,12,10,23,22
ENSMUSG00000028700,3196,10780,6006,4328,8237,2493
ENSMUSG00000028701,81,254,145,155,220,87
ENSMUSG00000028702,1382,4861,2766,1929,3656,1201
ENSMUSG00000028703,3391,12479,7303,5017,9538,2660
ENSMUSG00000028706,827,3272,1705,1242,2268,739
ENSMUSG00000028707,267,1013,532,489,716,264
ENSMUSG00000028708,1112,4411,2334,1795,2791,1022
ENSMUSG00000028709,1336,4220,2732,2428,3111,1068
ENSMUSG00000028710,810,3024,1673,1156,2140,657
ENSMUSG00000028712,0,0,0,0,0,0
ENSMUSG00000028713,0,0,0,0,0,0
ENSMUSG00000028715,0,0,0,0,0,0
ENSMUSG00000028716,0,1,0,0,0,0
ENSMUSG00000028717,8,28,16,29,20,7
ENSMUSG00000028718,1862,6875,3923,2742,4437,1374
ENSMUSG00000028719,2461,7308,4475,3539,6448,1784
ENSMUSG00000028729,5026,17307,9829,7132,12309,4075
ENSMUSG00000028730,5,5,6,8,11,2
ENSMUSG00000028736,8,6,1,3,2,0
ENSMUSG00000028737,471,1237,1001,740,1429,454
ENSMUSG00000028738,0,3,2,2,4,0
ENSMUSG00000028741,2135,5331,4566,3276,5744,1805
ENSMUSG00000028743,524,1210,885,755,1430,438
ENSMUSG00000028744,392,973,699,535,1108,341
ENSMUSG00000028745,5056,12454,10191,8320,12832,3987
ENSMUSG00000028747,2,9,10,3,9,9
ENSMUSG00000028749,0,3,1,1,3,0
ENSMUSG00000028750,0,0,0,0,0,0
ENSMUSG00000028751,1,0,1,0,0,0
ENSMUSG00000028753,0,1,0,0,0,0
ENSMUSG00000028755,429,1032,925,686,1071,348
ENSMUSG00000028756,1098,2597,2223,1531,2908,780
ENSMUSG00000028757,5024,11856,11198,6914,12450,3659
ENSMUSG00000028758,38,107,92,66,85,44
ENSMUSG00000028759,1691,4521,3336,2900,4210,1430
ENSMUSG00000028760,1129,3487,2430,1545,3011,1260
ENSMUSG00000028763,12300,41281,29043,19446,35947,8405
ENSMUSG00000028766,414,1189,629,674,1260,499
ENSMUSG00000028771,6759,17334,14352,11364,16815,5280
ENSMUSG00000028772,621,1708,1209,960,1665,516
ENSMUSG00000028773,6739,14005,12728,11310,16528,4614
ENSMUSG00000028776,25665,63993,50821,32268,66123,14983
ENSMUSG00000028777,0,0,0,0,0,0
ENSMUSG00000028778,188,544,398,215,569,141
ENSMUSG00000028779,1294,2969,2693,2105,3387,1019
ENSMUSG00000028780,15,15,61,10,61,7
ENSMUSG00000028782,356,880,624,499,655,235
ENSMUSG00000028784,0,2,1,0,3,1
ENSMUSG00000028785,1,0,3,1,2,2
ENSMUSG00000028786,65,136,147,118,198,76
ENSMUSG00000028788,9190,23255,18134,15214,22067,7090
ENSMUSG00000028789,410,942,796,869,910,328
ENSMUSG00000028790,5855,15088,11976,8215,14573,4574
ENSMUSG00000028792,4211,10485,7744,6029,10389,3506
ENSMUSG00000028793,1414,3526,2449,2005,3672,947
ENSMUSG00000028794,16,47,50,58,49,21
ENSMUSG00000028795,70,257,192,118,266,74
ENSMUSG00000028796,3355,7892,6653,4783,8424,2878
ENSMUSG00000028797,1851,4710,3566,2778,4914,1486
ENSMUSG00000028798,3742,9921,7851,5857,10068,3270
ENSMUSG00000028799,526,1342,1042,828,1336,432
ENSMUSG00000028800,3421,9510,6450,4264,8424,2802
ENSMUSG00000028801,4,9,7,7,8,4
ENSMUSG00000028803,415,929,860,714,1054,312
ENSMUSG00000028804,3,1,0,0,0,0
ENSMUSG00000028807,97,212,176,152,179,68
ENSMUSG00000028809,9278,28345,20879,13790,23108,7195
ENSMUSG00000028811,2579,7727,6268,4203,7248,2591
ENSMUSG00000028813,1,0,0,0,0,0
ENSMUSG00000028820,12448,32423,27826,17832,31562,10328
ENSMUSG00000028821,853,2354,2057,1420,2413,756
ENSMUSG00000028822,805,1816,1727,1340,2093,693
ENSMUSG00000028825,18,52,21,37,57,14
ENSMUSG00000028826,1552,4511,3345,2262,4169,1174
ENSMUSG00000028830,510,1640,1003,731,1380,383
ENSMUSG00000028832,571,1495,1236,1014,1830,485
ENSMUSG00000028833,694,1946,1447,1022,1811,634
ENSMUSG00000028834,4,1,5,2,4,2
ENSMUSG00000028836,1645,4024,3128,1890,4827,1133
ENSMUSG00000028837,4902,12321,8930,7071,12023,3515
ENSMUSG00000028838,525,1278,1165,1123,1543,401
ENSMUSG00000028840,528,1257,1089,840,1463,461
ENSMUSG00000028841,103,326,268,237,350,84
ENSMUSG00000028842,486,1479,1095,850,1200,428
ENSMUSG00000028843,1950,4706,3419,3292,5805,1410
ENSMUSG00000028845,59,131,113,155,214,60
ENSMUSG00000028847,1300,3205,2284,1971,3250,1041
ENSMUSG00000028848,393,987,808,614,994,358
ENSMUSG00000028849,3049,9500,6717,4027,9036,2504
ENSMUSG00000028850,306,718,607,419,772,255
ENSMUSG00000028851,4847,12929,9622,6388,13134,4002
ENSMUSG00000028854,1148,3239,2202,1570,3030,818
ENSMUSG00000028857,689,1724,1288,1005,1654,577
ENSMUSG00000028859,0,0,0,0,0,0
ENSMUSG00000028860,36,74,96,108,106,34
ENSMUSG00000028861,1198,2828,2074,1983,2819,904
ENSMUSG00000028862,358,941,626,647,954,270
ENSMUSG00000028863,626,1814,1334,959,1655,596
ENSMUSG00000028864,0,1,0,0,1,0
ENSMUSG00000028865,111,164,104,130,218,78
ENSMUSG00000028868,4695,13292,10421,7421,12032,3601
ENSMUSG00000028869,3163,9411,7546,5102,8826,2823
ENSMUSG00000028871,107,177,130,86,187,94
ENSMUSG00000028873,2719,7109,5875,4392,7446,2507
ENSMUSG00000028874,1,10,2,2,9,1
ENSMUSG00000028876,1,3,1,2,2,0
ENSMUSG00000028878,775,2106,1698,1158,2218,498
ENSMUSG00000028879,1377,3426,2890,2098,3620,1158
ENSMUSG00000028882,1685,4633,3317,2488,4288,1383
ENSMUSG00000028883,0,0,0,1,0,0
ENSMUSG00000028884,1306,3543,2713,1943,3710,1269
ENSMUSG00000028885,57,206,113,73,121,41
ENSMUSG00000028886,1044,3130,2272,1863,2802,963
ENSMUSG00000028889,1257,2941,2647,1860,3004,903
ENSMUSG00000028890,1399,4363,3396,2485,3693,1229
ENSMUSG00000028893,2344,6217,5340,4398,6111,2005
ENSMUSG00000028894,577,1851,1246,907,1719,493
ENSMUSG00000028896,1802,4990,3867,2644,5271,1556
ENSMUSG00000028898,550,1125,901,739,1219,421
ENSMUSG00000028899,487,1251,884,677,1130,395
ENSMUSG00000028901,779,2253,1679,1052,1913,615
ENSMUSG00000028902,2522,7275,5459,3515,6584,2221
ENSMUSG00000028906,2374,7084,5616,3202,6800,2043
ENSMUSG00000028907,1781,4607,3415,2581,4775,1517
ENSMUSG00000028909,227,519,396,411,493,211
ENSMUSG00000028910,350,1073,738,590,1003,315
ENSMUSG00000028911,2513,5863,4666,3335,5995,1886
ENSMUSG00000028914,569,1600,1162,795,1528,415
ENSMUSG00000028917,666,1862,1483,1024,1825,579
ENSMUSG00000028919,145,282,269,184,423,105
ENSMUSG00000028920,822,2162,1924,1152,2289,713
ENSMUSG00000028923,1009,2780,1881,1268,2599,757
ENSMUSG00000028926,392,1009,892,701,908,299
ENSMUSG00000028927,69,149,114,152,137,71
ENSMUSG00000028931,2,0,0,0,2,1
ENSMUSG00000028932,9862,26876,19403,13496,26306,7791
ENSMUSG00000028933,837,2247,1649,1186,2431,678
ENSMUSG00000028936,9642,22374,19875,16290,24713,8545
ENSMUSG00000028937,1341,3601,2283,1817,3560,1052
ENSMUSG00000028938,0,0,0,0,0,0
ENSMUSG00000028940,28,26,31,24,23,19
ENSMUSG00000028943,144,370,283,253,291,155
ENSMUSG00000028944,318,673,629,564,719,289
ENSMUSG00000028945,3820,9466,7455,6079,9801,3123
ENSMUSG00000028946,1,1,0,1,1,0
ENSMUSG00000028948,2483,7559,5511,3620,7022,2149
ENSMUSG00000028949,125,379,279,214,281,152
ENSMUSG00000028950,0,2,5,2,4,3
ENSMUSG00000028952,493,1277,963,709,1259,403
ENSMUSG00000028953,7121,22381,15153,11194,18798,6368
ENSMUSG00000028954,7727,23830,16774,12670,20588,6261
ENSMUSG00000028955,2516,6570,5121,3769,6653,2090
ENSMUSG00000028957,158,566,349,204,430,155
ENSMUSG00000028958,316,700,544,469,722,238
ENSMUSG00000028959,3070,7730,5673,4651,7942,2524
ENSMUSG00000028960,3853,10871,8536,5487,10233,3233
ENSMUSG00000028961,2330,6618,4056,2546,6256,1845
ENSMUSG00000028962,1113,3162,2122,1291,3119,926
ENSMUSG00000028963,0,0,0,0,0,0
ENSMUSG00000028964,1899,4184,3870,3230,5032,1688
ENSMUSG00000028965,80,112,156,221,140,178
ENSMUSG00000028967,10347,31277,21696,15068,25509,6916
ENSMUSG00000028969,1372,3057,2312,1936,3347,1001
ENSMUSG00000028970,175,486,420,545,496,144
ENSMUSG00000028971,2,3,2,0,2,1
ENSMUSG00000028972,8,20,9,8,26,10
ENSMUSG00000028973,1472,3426,3281,2335,4096,1293
ENSMUSG00000028974,433,1029,792,570,1021,314
ENSMUSG00000028975,1340,3853,2882,2180,3806,1072
ENSMUSG00000028976,856,1675,2104,1586,2059,816
ENSMUSG00000028977,1112,3366,2148,1274,2857,945
ENSMUSG00000028978,182,504,347,226,533,161
ENSMUSG00000028979,1,5,2,7,5,3
ENSMUSG00000028980,786,2027,1583,1097,2107,680
ENSMUSG00000028982,499,1135,1025,876,1408,460
ENSMUSG00000028986,1186,2473,2373,2215,2787,907
ENSMUSG00000028988,681,1852,1300,874,1794,618
ENSMUSG00000028989,1,13,0,1,1,1
ENSMUSG00000028990,670,1763,1441,1116,1843,541
ENSMUSG00000028991,1836,5929,4345,2820,5442,1615
ENSMUSG00000028992,232,541,388,381,528,238
ENSMUSG00000028995,4100,10006,7520,6741,10758,3474
ENSMUSG00000028996,2,8,0,1,6,2
ENSMUSG00000028998,3679,7350,6445,5996,8569,3019
ENSMUSG00000028999,1087,3034,2399,1601,2865,1022
ENSMUSG00000029001,152,354,279,155,373,97
ENSMUSG00000029003,1033,2270,1911,1570,2565,839
ENSMUSG00000029004,1206,3181,2760,2058,3070,1008
ENSMUSG00000029005,17,47,20,21,37,9
ENSMUSG00000029007,1006,2770,1929,1553,2776,869
ENSMUSG00000029009,610,2511,1365,914,1914,514
ENSMUSG00000029012,1929,4936,3954,3233,4895,1556
ENSMUSG00000029014,5763,17183,12174,8699,15744,5056
ENSMUSG00000029015,0,1,0,0,0,0
ENSMUSG00000029016,879,2731,1989,1224,2289,586
ENSMUSG00000029017,3439,8953,6486,4941,8385,2669
ENSMUSG00000029019,1193,5405,4689,1065,4276,994
ENSMUSG00000029020,2393,6443,5160,3586,6508,1873
ENSMUSG00000029022,1323,2859,2767,2026,3281,1128
ENSMUSG00000029026,55,259,82,64,184,41
ENSMUSG00000029027,250,759,593,525,700,248
ENSMUSG00000029028,1981,5456,4172,2941,5390,1756
ENSMUSG00000029029,550,1605,1065,911,1688,485
ENSMUSG00000029030,708,2083,1352,1041,1775,570
ENSMUSG00000029032,332,1553,684,591,1123,205
ENSMUSG00000029033,190,541,338,257,488,117
ENSMUSG00000029034,1525,3800,3216,2261,4151,1270
ENSMUSG00000029036,1999,5528,4352,3011,5714,1795
ENSMUSG00000029038,1688,4396,3186,3126,4220,1468
ENSMUSG00000029044,0,0,0,0,0,0
ENSMUSG00000029047,206,670,508,373,626,193
ENSMUSG00000029048,3331,8005,7043,5060,8805,2775
ENSMUSG00000029049,156,338,301,216,306,136
ENSMUSG00000029050,2406,6333,4626,3604,6694,1584
ENSMUSG00000029053,432,1182,849,644,1296,289
ENSMUSG00000029054,1,0,0,0,0,0
ENSMUSG00000029055,28,46,51,23,68,14
ENSMUSG00000029056,1074,2759,2226,1732,2607,867
ENSMUSG00000029059,160,397,82,123,165,68
ENSMUSG00000029060,611,1582,1318,1314,1622,482
ENSMUSG00000029061,74,198,188,268,192,73
ENSMUSG00000029062,3039,9144,6911,5140,8572,2718
ENSMUSG00000029063,3034,7715,6251,4858,7782,2545
ENSMUSG00000029064,10520,26881,22016,15730,26079,8151
ENSMUSG00000029066,1355,2966,2226,1924,3257,972
ENSMUSG00000029068,2270,5471,4806,3416,5720,1775
ENSMUSG00000029070,583,1543,1038,864,1560,364
ENSMUSG00000029071,1089,2794,2416,1891,2906,826
ENSMUSG00000029072,4,19,27,8,8,2
ENSMUSG00000029073,257,745,576,318,755,203
ENSMUSG00000029074,1,0,1,1,0,0
ENSMUSG00000029075,37,78,75,60,93,43
ENSMUSG00000029076,2617,7336,5197,4039,6774,2171
ENSMUSG00000029082,15,29,24,25,31,7
ENSMUSG00000029084,307,680,595,516,844,330
ENSMUSG00000029086,544,980,1608,879,1075,501
ENSMUSG00000029088,0,1,0,0,0,0
ENSMUSG00000029089,571,1469,1088,928,1380,466
ENSMUSG00000029090,1926,5077,4365,3078,4805,1782
ENSMUSG00000029092,0,0,0,0,0,0
ENSMUSG00000029093,107,410,178,213,344,53
ENSMUSG00000029094,4690,15360,10741,7377,14485,3460
ENSMUSG00000029095,193,493,272,403,685,144
ENSMUSG00000029096,24,38,21,28,39,10
ENSMUSG00000029097,499,1304,1048,730,1294,431
ENSMUSG00000029098,896,2283,1990,1702,2430,764
ENSMUSG00000029101,936,2412,2232,1632,2747,873
ENSMUSG00000029102,3,7,10,11,11,4
ENSMUSG00000029103,2461,6650,5386,4766,7258,2075
ENSMUSG00000029104,3771,11603,9558,6412,10423,3264
ENSMUSG00000029106,4182,11104,8536,6004,10651,3135
ENSMUSG00000029108,1,7,2,6,2,3
ENSMUSG00000029110,14112,38420,28788,21368,35638,11223
ENSMUSG00000029111,3685,9330,7529,5003,9292,2887
ENSMUSG00000029112,26,38,63,83,67,25
ENSMUSG00000029119,2041,4785,4096,1585,5643,1244
ENSMUSG00000029120,14241,38764,28342,18895,40846,10287
ENSMUSG00000029121,70,168,110,112,221,107
ENSMUSG00000029122,2,3,0,1,0,0
ENSMUSG00000029123,3,21,10,8,13,5
ENSMUSG00000029125,960,2597,1791,1414,2203,659
ENSMUSG00000029126,183,386,320,444,333,196
ENSMUSG00000029127,321,797,659,569,840,252
ENSMUSG00000029128,852,1957,1570,1268,1919,716
ENSMUSG00000029130,27,63,27,56,42,16
ENSMUSG00000029131,2570,6821,5607,4569,7436,2219
ENSMUSG00000029134,13,29,17,15,21,8
ENSMUSG00000029135,1032,2997,2567,1722,2703,534
ENSMUSG00000029136,49,108,61,40,99,30
ENSMUSG00000029138,0,10,3,2,0,1
ENSMUSG00000029141,1349,4133,3151,2157,3759,1044
ENSMUSG00000029145,1811,5365,3762,2618,5365,1557
ENSMUSG00000029146,2367,5649,4672,3454,6220,1835
ENSMUSG00000029147,8878,25554,18935,12520,24296,7490
ENSMUSG00000029148,3939,10182,8257,6128,10231,3185
ENSMUSG00000029149,162,372,347,265,439,105
ENSMUSG00000029151,1647,2430,2892,3304,3156,1264
ENSMUSG00000029152,5658,14024,12333,9343,14586,4829
ENSMUSG00000029153,128,190,187,147,318,64
ENSMUSG00000029154,14,53,33,18,52,14
ENSMUSG00000029155,1,2,2,0,0,0
ENSMUSG00000029156,933,2380,1690,1479,2163,658
ENSMUSG00000029158,2,7,5,4,3,0
ENSMUSG00000029161,716,1361,1352,1498,1762,580
ENSMUSG00000029162,433,943,790,624,1066,339
ENSMUSG00000029163,1573,4322,3331,2260,5148,1310
ENSMUSG00000029165,706,1829,1491,983,1819,509
ENSMUSG00000029166,553,1695,1136,951,1366,476
ENSMUSG00000029167,0,0,0,0,0,0
ENSMUSG00000029168,257,725,507,430,495,278
ENSMUSG00000029169,9996,27813,21299,15015,23546,7518
ENSMUSG00000029171,6587,15505,13871,6752,16820,4777
ENSMUSG00000029173,847,2369,1989,1390,2336,729
ENSMUSG00000029174,2877,7623,7223,4340,7793,2520
ENSMUSG00000029175,899,2644,1875,1351,2568,350
ENSMUSG00000029176,3678,9826,7871,5761,9389,3114
ENSMUSG00000029177,6785,15938,13853,10436,17756,5925
ENSMUSG00000029178,3397,8552,7916,6483,8551,2367
ENSMUSG00000029179,1146,2985,2246,1747,2773,1066
ENSMUSG00000029182,0,0,0,0,0,0
ENSMUSG00000029184,0,0,0,0,0,0
ENSMUSG00000029185,735,1573,1642,1402,1705,582
ENSMUSG00000029186,3305,7558,6966,4768,7916,2439
ENSMUSG00000029188,138,195,262,63,393,30
ENSMUSG00000029189,45,86,139,170,133,66
ENSMUSG00000029190,3917,11014,8630,6928,10778,3047
ENSMUSG00000029191,5736,16399,12957,8921,15821,4870
ENSMUSG00000029192,1889,4727,3917,2765,4883,1617
ENSMUSG00000029193,0,0,0,0,0,0
ENSMUSG00000029195,0,3,2,4,0,0
ENSMUSG00000029196,807,2351,1669,1160,2089,611
ENSMUSG00000029198,2963,7954,5763,4681,7679,2484
ENSMUSG00000029199,1381,3676,2862,2155,3764,1145
ENSMUSG00000029201,811,2200,1735,977,1885,658
ENSMUSG00000029202,11118,32493,24654,16252,27820,8773
ENSMUSG00000029203,6568,17335,12967,10235,16765,5327
ENSMUSG00000029204,0,5,2,0,3,0
ENSMUSG00000029205,39,103,51,50,76,35
ENSMUSG00000029206,3,14,2,5,8,9
ENSMUSG00000029207,966,3629,2311,1696,3375,776
ENSMUSG00000029208,1323,3090,2784,2471,3334,1101
ENSMUSG00000029209,525,650,1414,1191,1507,474
ENSMUSG00000029211,3,15,16,9,30,9
ENSMUSG00000029212,0,1,0,0,0,1
ENSMUSG00000029213,1299,3405,2771,2023,3686,1155
ENSMUSG00000029217,44,167,168,89,166,42
ENSMUSG00000029219,8,23,13,7,12,8
ENSMUSG00000029221,4111,10575,8157,5914,9919,3392
ENSMUSG00000029223,22,162,67,55,60,54
ENSMUSG00000029227,5615,15246,12432,8616,14339,4981
ENSMUSG00000029228,64,146,157,102,205,62
ENSMUSG00000029229,1373,3436,2749,2023,3210,1038
ENSMUSG00000029231,352,1478,747,501,1214,281
ENSMUSG00000029233,1079,2649,2316,1798,2865,954
ENSMUSG00000029234,3604,9387,7071,5241,9315,2785
ENSMUSG00000029235,0,0,0,0,0,0
ENSMUSG00000029236,0,3,0,3,0,1
ENSMUSG00000029238,1185,3478,2792,2084,2897,916
ENSMUSG00000029245,5,3,1,1,2,0
ENSMUSG00000029246,7576,24349,17675,12582,19450,7357
ENSMUSG00000029247,25626,66280,56609,42939,64984,23775
ENSMUSG00000029248,0,0,1,0,0,0
ENSMUSG00000029249,3969,11805,11490,6681,12003,3697
ENSMUSG00000029250,6861,21418,15390,10640,18185,5872
ENSMUSG00000029253,1689,4591,3687,2737,3904,1429
ENSMUSG00000029254,0,0,0,0,1,0
ENSMUSG00000029255,0,0,0,0,0,0
ENSMUSG00000029260,0,0,0,0,0,0
ENSMUSG00000029263,781,1997,1663,1400,1949,565
ENSMUSG00000029265,2847,7346,5980,4266,7287,2258
ENSMUSG00000029267,3703,9798,7006,5692,9375,3109
ENSMUSG00000029268,0,0,0,0,0,0
ENSMUSG00000029269,0,0,0,1,0,0
ENSMUSG00000029270,131,490,418,249,424,148
ENSMUSG00000029272,0,4,0,0,0,1
ENSMUSG00000029273,0,0,0,0,0,0
ENSMUSG00000029275,12,29,25,49,23,14
ENSMUSG00000029276,1032,2696,2092,1565,2496,894
ENSMUSG00000029279,133,271,166,128,522,77
ENSMUSG00000029280,0,0,0,0,0,0
ENSMUSG00000029281,0,0,0,0,0,0
ENSMUSG00000029282,0,0,0,0,0,0
ENSMUSG00000029283,1845,4683,3787,3004,4305,1482
ENSMUSG00000029286,0,0,0,0,1,0
ENSMUSG00000029287,495,1894,1164,856,1276,360
ENSMUSG00000029288,0,0,0,0,0,0
ENSMUSG00000029290,1823,4897,3462,2601,4323,1328
ENSMUSG00000029291,996,2446,1965,1688,2394,848
ENSMUSG00000029298,3,16,7,1,14,1
ENSMUSG00000029299,0,2,0,0,0,0
ENSMUSG00000029304,12,9,29,2,7,3
ENSMUSG00000029306,0,0,0,0,0,0
ENSMUSG00000029307,0,3,0,1,2,0
ENSMUSG00000029309,0,3,0,0,2,0
ENSMUSG00000029310,1800,4557,3467,2602,4583,1363
ENSMUSG00000029311,313,1008,692,418,969,199
ENSMUSG00000029312,381,872,794,563,813,287
ENSMUSG00000029313,1308,4940,3446,2194,3155,858
ENSMUSG00000029314,1042,3045,2054,1984,3152,810
ENSMUSG00000029319,1502,3942,3163,2555,3923,1319
ENSMUSG00000029320,8,46,22,4,37,6
ENSMUSG00000029321,2,11,9,11,17,3
ENSMUSG00000029322,1,12,13,11,8,0
ENSMUSG00000029326,1197,2973,2535,1842,3298,1051
ENSMUSG00000029328,13254,35422,27020,20259,33289,10937
ENSMUSG00000029330,218,727,576,355,749,208
ENSMUSG00000029331,0,0,0,0,0,0
ENSMUSG00000029334,10,51,26,26,42,17
ENSMUSG00000029335,0,1,0,4,1,0
ENSMUSG00000029337,3,6,8,2,4,1
ENSMUSG00000029338,285,605,518,372,518,250
ENSMUSG00000029343,0,0,0,0,0,0
ENSMUSG00000029344,2318,6633,4284,3954,6226,1705
ENSMUSG00000029345,2123,6109,4287,3039,5639,1732
ENSMUSG00000029346,555,1394,922,693,1379,423
ENSMUSG00000029348,196,623,327,206,549,172
ENSMUSG00000029352,40,71,99,70,93,47
ENSMUSG00000029359,273,605,644,714,796,361
ENSMUSG00000029360,6,8,12,19,11,2
ENSMUSG00000029361,960,2946,1956,1370,2398,911
ENSMUSG00000029363,2517,6025,4792,3314,6116,1917
ENSMUSG00000029364,5359,11910,10503,8144,13391,4340
ENSMUSG00000029366,1457,4029,3040,2189,3749,1192
ENSMUSG00000029368,0,0,0,0,1,0
ENSMUSG00000029369,42,169,120,86,111,56
ENSMUSG00000029370,4,16,19,2,16,4
ENSMUSG00000029371,0,0,0,1,0,0
ENSMUSG00000029372,0,0,0,0,0,0
ENSMUSG00000029373,0,0,0,0,0,0
ENSMUSG00000029375,0,0,0,0,0,0
ENSMUSG00000029376,86,194,159,137,128,71
ENSMUSG00000029377,0,2,2,1,2,1
ENSMUSG00000029378,87,249,179,119,146,54
ENSMUSG00000029379,0,0,0,0,0,0
ENSMUSG00000029380,0,1,0,0,0,0
ENSMUSG00000029381,1101,3619,2568,1392,2350,1043
ENSMUSG00000029384,8,7,10,11,9,8
ENSMUSG00000029385,525,968,1506,805,1210,392
ENSMUSG00000029386,522,1471,966,669,1315,384
ENSMUSG00000029387,1904,5178,3591,2909,4925,1609
ENSMUSG00000029388,2480,7020,4880,3550,6855,1977
ENSMUSG00000029389,1411,4368,2927,2181,3644,1284
ENSMUSG00000029390,1024,2591,2073,1446,2842,927
ENSMUSG00000029392,1440,3644,3149,2248,3573,1282
ENSMUSG00000029394,523,1147,879,714,1229,425
ENSMUSG00000029397,1785,4110,3752,3031,4391,1449
ENSMUSG00000029401,497,1291,1055,662,1435,449
ENSMUSG00000029402,794,2098,1622,1205,2211,619
ENSMUSG00000029403,597,1597,1569,998,1490,509
ENSMUSG00000029404,1844,4623,3822,2819,4973,1712
ENSMUSG00000029405,21997,68281,53930,36459,55807,18641
ENSMUSG00000029406,662,1750,1374,1238,1609,596
ENSMUSG00000029407,5769,16799,13332,8831,15009,4730
ENSMUSG00000029408,48,158,82,73,183,38
ENSMUSG00000029409,0,1,0,1,0,0
ENSMUSG00000029410,23,90,42,26,50,24
ENSMUSG00000029413,1218,2331,2127,1741,2616,1025
ENSMUSG00000029414,3528,9699,7616,5403,8734,2948
ENSMUSG00000029415,4660,13836,10407,6895,12203,3849
ENSMUSG00000029416,855,2211,1807,1218,2350,691
ENSMUSG00000029417,0,0,0,0,0,0
ENSMUSG00000029419,59,219,154,120,106,95
ENSMUSG00000029420,22,87,39,13,61,30
ENSMUSG00000029422,5553,15691,11550,9171,14163,4658
ENSMUSG00000029423,0,0,1,0,0,1
ENSMUSG00000029426,2097,5692,3934,3823,5967,1918
ENSMUSG00000029427,3499,9456,7095,4895,8827,2746
ENSMUSG00000029428,785,2465,1636,1246,2202,693
ENSMUSG00000029430,22102,58025,45532,32274,58819,19100
ENSMUSG00000029431,12,50,37,44,53,23
ENSMUSG00000029432,1698,4700,3684,2867,4645,1598
ENSMUSG00000029433,289,839,710,426,885,307
ENSMUSG00000029434,1431,4155,2792,1952,3760,1070
ENSMUSG00000029436,367,1006,707,623,1026,342
ENSMUSG00000029437,0,0,0,0,0,0
ENSMUSG00000029438,699,1844,1304,987,1822,521
ENSMUSG00000029439,3576,10512,7608,5663,9073,3063
ENSMUSG00000029440,1804,4662,3390,2604,4459,1397
ENSMUSG00000029442,3,24,29,21,28,11
ENSMUSG00000029445,0,0,0,0,0,0
ENSMUSG00000029446,941,2552,2165,1645,2646,850
ENSMUSG00000029447,24261,66230,50969,36430,63871,19956
ENSMUSG00000029449,133,613,231,129,284,87
ENSMUSG00000029451,0,0,0,0,0,0
ENSMUSG00000029452,54,147,85,62,148,33
ENSMUSG00000029454,44,81,73,52,104,27
ENSMUSG00000029455,4876,10192,10303,6901,13936,4578
ENSMUSG00000029456,210,510,354,233,554,165
ENSMUSG00000029458,2294,6073,4571,3266,6029,1811
ENSMUSG00000029461,2395,7017,5477,3754,5898,2058
ENSMUSG00000029462,3014,7685,6098,4784,7828,2437
ENSMUSG00000029463,2102,5215,4288,3450,4846,1771
ENSMUSG00000029464,2908,7730,6097,5424,7538,2514
ENSMUSG00000029465,4949,12014,9705,7752,12711,3812
ENSMUSG00000029466,1670,4383,3525,2751,4948,1515
ENSMUSG00000029467,10557,30049,22789,14568,27295,8438
ENSMUSG00000029468,35,111,90,49,131,63
ENSMUSG00000029469,673,1898,1434,994,1592,689
ENSMUSG00000029470,2923,7301,5696,4337,7450,2503
ENSMUSG00000029471,928,2193,1699,999,2315,743
ENSMUSG00000029472,8064,23217,17593,12465,22294,7210
ENSMUSG00000029474,1477,4395,2977,1944,3803,1053
ENSMUSG00000029475,1354,3608,2853,1727,3383,1087
ENSMUSG00000029477,0,2,0,0,0,0
ENSMUSG00000029478,4397,11510,8770,4892,10528,2810
ENSMUSG00000029480,1764,4659,3549,2445,4739,1526
ENSMUSG00000029482,1626,5290,3682,2192,5071,1436
ENSMUSG00000029484,5794,13419,13123,14665,13201,5999
ENSMUSG00000029486,1709,4530,3600,2757,4484,1438
ENSMUSG00000029490,145,322,193,229,286,107
ENSMUSG00000029491,0,1,0,0,0,0
ENSMUSG00000029499,255,480,456,421,556,207
ENSMUSG00000029500,3337,9251,7213,6006,9016,3040
